year_month,Technical_elements,items,Country,ma_6,conversion_flag
2015-01-01,transformer,0,Africa,0.0,False
2015-02-01,transformer,0,Africa,0.0,False
2015-03-01,transformer,0,Africa,0.0,False
2015-04-01,transformer,0,Africa,0.0,False
2015-05-01,transformer,0,Africa,0.0,False
2015-06-01,transformer,0,Africa,0.0,False
2015-07-01,transformer,0,Africa,0.0,False
2015-08-01,transformer,0,Africa,0.0,False
2015-09-01,transformer,0,Africa,0.0,False
2015-10-01,transformer,0,Africa,0.0,False
2015-11-01,transformer,0,Africa,0.0,False
2015-12-01,transformer,0,Africa,0.0,False
2016-01-01,transformer,0,Africa,0.0,False
2016-02-01,transformer,0,Africa,0.0,False
2016-03-01,transformer,0,Africa,0.0,False
2016-04-01,transformer,0,Africa,0.0,False
2016-05-01,transformer,0,Africa,0.0,False
2016-06-01,transformer,0,Africa,0.0,False
2016-07-01,transformer,0,Africa,0.0,False
2016-08-01,transformer,0,Africa,0.0,False
2016-09-01,transformer,0,Africa,0.0,False
2016-10-01,transformer,0,Africa,0.0,False
2016-11-01,transformer,0,Africa,0.0,False
2016-12-01,transformer,0,Africa,0.0,False
2017-01-01,transformer,0,Africa,0.0,False
2017-02-01,transformer,0,Africa,0.0,False
2017-03-01,transformer,0,Africa,0.0,False
2017-04-01,transformer,0,Africa,0.0,False
2017-05-01,transformer,0,Africa,0.0,False
2017-06-01,transformer,0,Africa,0.0,False
2017-07-01,transformer,0,Africa,0.0,False
2017-08-01,transformer,0,Africa,0.0,False
2017-09-01,transformer,0,Africa,0.0,False
2017-10-01,transformer,0,Africa,0.0,False
2017-11-01,transformer,0,Africa,0.0,False
2017-12-01,transformer,0,Africa,0.0,False
2018-01-01,transformer,0,Africa,0.0,False
2018-02-01,transformer,0,Africa,0.0,False
2018-03-01,transformer,0,Africa,0.0,False
2018-04-01,transformer,0,Africa,0.0,False
2018-05-01,transformer,0,Africa,0.0,False
2018-06-01,transformer,0,Africa,0.0,False
2018-07-01,transformer,0,Africa,0.0,False
2018-08-01,transformer,0,Africa,0.0,False
2018-09-01,transformer,0,Africa,0.0,False
2018-10-01,transformer,0,Africa,0.0,False
2018-11-01,transformer,0,Africa,0.0,False
2018-12-01,transformer,0,Africa,0.0,False
2019-01-01,transformer,0,Africa,0.0,False
2019-02-01,transformer,0,Africa,0.0,False
2019-03-01,transformer,0,Africa,0.0,False
2019-04-01,transformer,0,Africa,0.0,False
2019-05-01,transformer,0,Africa,0.0,False
2019-06-01,transformer,0,Africa,0.0,False
2019-07-01,transformer,0,Africa,0.0,False
2019-08-01,transformer,0,Africa,0.0,False
2019-09-01,transformer,0,Africa,0.0,False
2019-10-01,transformer,0,Africa,0.0,False
2019-11-01,transformer,0,Africa,0.0,False
2019-12-01,transformer,0,Africa,0.0,False
2020-01-01,transformer,0,Africa,0.0,False
2020-02-01,transformer,0,Africa,0.0,False
2020-03-01,transformer,0,Africa,0.0,False
2020-04-01,transformer,0,Africa,0.0,False
2020-05-01,transformer,0,Africa,0.0,False
2020-06-01,transformer,0,Africa,0.0,False
2020-07-01,transformer,0,Africa,0.0,False
2020-08-01,transformer,0,Africa,0.0,False
2020-09-01,transformer,0,Africa,0.0,False
2020-10-01,transformer,0,Africa,0.0,False
2020-11-01,transformer,0,Africa,0.0,False
2020-12-01,transformer,0,Africa,0.0,False
2021-01-01,transformer,0,Africa,0.0,False
2021-02-01,transformer,0,Africa,0.0,False
2021-03-01,transformer,0,Africa,0.0,False
2021-04-01,transformer,0,Africa,0.0,False
2021-05-01,transformer,0,Africa,0.0,False
2021-06-01,transformer,0,Africa,0.0,False
2021-07-01,transformer,0,Africa,0.0,False
2021-08-01,transformer,0,Africa,0.0,False
2021-09-01,transformer,0,Africa,0.0,False
2021-10-01,transformer,0,Africa,0.0,False
2021-11-01,transformer,0,Africa,0.0,False
2021-12-01,transformer,0,Africa,0.0,False
2022-01-01,transformer,0,Africa,0.0,False
2022-02-01,transformer,0,Africa,0.0,False
2022-03-01,transformer,0,Africa,0.0,False
2022-04-01,transformer,0,Africa,0.0,False
2022-05-01,transformer,0,Africa,0.0,False
2022-06-01,transformer,0,Africa,0.0,False
2022-07-01,transformer,0,Africa,0.0,False
2022-08-01,transformer,0,Africa,0.0,False
2022-09-01,transformer,0,Africa,0.0,False
2022-10-01,transformer,0,Africa,0.0,False
2022-11-01,transformer,1,Africa,0.16666666666666666,False
2022-12-01,transformer,0,Africa,0.16666666666666666,False
2023-01-01,transformer,0,Africa,0.16666666666666666,False
2023-02-01,transformer,0,Africa,0.16666666666666666,False
2023-03-01,transformer,0,Africa,0.16666666666666666,False
2023-04-01,transformer,2,Africa,0.5,False
2023-05-01,transformer,0,Africa,0.3333333333333333,False
2023-06-01,transformer,0,Africa,0.3333333333333333,False
2023-07-01,transformer,0,Africa,0.3333333333333333,False
2023-08-01,transformer,1,Africa,0.5,False
2023-09-01,transformer,0,Africa,0.5,False
2023-10-01,transformer,1,Africa,0.3333333333333333,False
2023-11-01,transformer,0,Africa,0.3333333333333333,False
2023-12-01,transformer,0,Africa,0.3333333333333333,False
2024-01-01,transformer,0,Africa,0.3333333333333333,False
2024-02-01,transformer,0,Africa,0.16666666666666666,False
2024-03-01,transformer,0,Africa,0.16666666666666666,False
2024-04-01,transformer,0,Africa,0.0,False
2024-05-01,transformer,5,Africa,0.8333333333333334,False
2024-06-01,transformer,0,Africa,0.8333333333333334,False
2024-07-01,transformer,1,Africa,1.0,False
2024-08-01,transformer,0,Africa,1.0,False
2024-09-01,transformer,0,Africa,1.0,False
2024-10-01,transformer,0,Africa,1.0,False
2024-11-01,transformer,0,Africa,0.16666666666666666,False
2024-12-01,transformer,0,Africa,0.16666666666666666,False
2025-01-01,transformer,0,Africa,0.0,False
2025-02-01,transformer,0,Africa,0.0,False
2025-03-01,transformer,0,Africa,0.0,False
2025-04-01,transformer,0,Africa,0.0,False
2025-05-01,transformer,0,Africa,0.0,False
2025-06-01,transformer,0,Africa,0.0,False
2015-01-01,transformer,0,AsiaOther,0.0,False
2015-02-01,transformer,0,AsiaOther,0.0,False
2015-03-01,transformer,0,AsiaOther,0.0,False
2015-04-01,transformer,0,AsiaOther,0.0,False
2015-05-01,transformer,0,AsiaOther,0.0,False
2015-06-01,transformer,0,AsiaOther,0.0,False
2015-07-01,transformer,0,AsiaOther,0.0,False
2015-08-01,transformer,0,AsiaOther,0.0,False
2015-09-01,transformer,0,AsiaOther,0.0,False
2015-10-01,transformer,0,AsiaOther,0.0,False
2015-11-01,transformer,0,AsiaOther,0.0,False
2015-12-01,transformer,0,AsiaOther,0.0,False
2016-01-01,transformer,0,AsiaOther,0.0,False
2016-02-01,transformer,0,AsiaOther,0.0,False
2016-03-01,transformer,0,AsiaOther,0.0,False
2016-04-01,transformer,0,AsiaOther,0.0,False
2016-05-01,transformer,0,AsiaOther,0.0,False
2016-06-01,transformer,0,AsiaOther,0.0,False
2016-07-01,transformer,0,AsiaOther,0.0,False
2016-08-01,transformer,0,AsiaOther,0.0,False
2016-09-01,transformer,0,AsiaOther,0.0,False
2016-10-01,transformer,1,AsiaOther,0.16666666666666666,False
2016-11-01,transformer,0,AsiaOther,0.16666666666666666,False
2016-12-01,transformer,1,AsiaOther,0.3333333333333333,False
2017-01-01,transformer,0,AsiaOther,0.3333333333333333,False
2017-02-01,transformer,0,AsiaOther,0.3333333333333333,False
2017-03-01,transformer,0,AsiaOther,0.3333333333333333,False
2017-04-01,transformer,0,AsiaOther,0.16666666666666666,False
2017-05-01,transformer,0,AsiaOther,0.16666666666666666,False
2017-06-01,transformer,0,AsiaOther,0.0,False
2017-07-01,transformer,0,AsiaOther,0.0,False
2017-08-01,transformer,0,AsiaOther,0.0,False
2017-09-01,transformer,0,AsiaOther,0.0,False
2017-10-01,transformer,2,AsiaOther,0.3333333333333333,False
2017-11-01,transformer,0,AsiaOther,0.3333333333333333,False
2017-12-01,transformer,1,AsiaOther,0.5,False
2018-01-01,transformer,0,AsiaOther,0.5,False
2018-02-01,transformer,0,AsiaOther,0.5,False
2018-03-01,transformer,0,AsiaOther,0.5,False
2018-04-01,transformer,1,AsiaOther,0.3333333333333333,False
2018-05-01,transformer,0,AsiaOther,0.3333333333333333,False
2018-06-01,transformer,0,AsiaOther,0.16666666666666666,False
2018-07-01,transformer,1,AsiaOther,0.3333333333333333,False
2018-08-01,transformer,0,AsiaOther,0.3333333333333333,False
2018-09-01,transformer,0,AsiaOther,0.3333333333333333,False
2018-10-01,transformer,0,AsiaOther,0.16666666666666666,False
2018-11-01,transformer,1,AsiaOther,0.3333333333333333,False
2018-12-01,transformer,0,AsiaOther,0.3333333333333333,False
2019-01-01,transformer,2,AsiaOther,0.5,False
2019-02-01,transformer,1,AsiaOther,0.6666666666666666,False
2019-03-01,transformer,0,AsiaOther,0.6666666666666666,False
2019-04-01,transformer,0,AsiaOther,0.6666666666666666,False
2019-05-01,transformer,0,AsiaOther,0.5,False
2019-06-01,transformer,2,AsiaOther,0.8333333333333334,False
2019-07-01,transformer,2,AsiaOther,0.8333333333333334,False
2019-08-01,transformer,0,AsiaOther,0.6666666666666666,False
2019-09-01,transformer,0,AsiaOther,0.6666666666666666,False
2019-10-01,transformer,2,AsiaOther,1.0,False
2019-11-01,transformer,4,AsiaOther,1.6666666666666667,False
2019-12-01,transformer,2,AsiaOther,1.6666666666666667,False
2020-01-01,transformer,0,AsiaOther,1.3333333333333333,False
2020-02-01,transformer,0,AsiaOther,1.3333333333333333,False
2020-03-01,transformer,2,AsiaOther,1.6666666666666667,False
2020-04-01,transformer,0,AsiaOther,1.3333333333333333,False
2020-05-01,transformer,2,AsiaOther,1.0,False
2020-06-01,transformer,0,AsiaOther,0.6666666666666666,False
2020-07-01,transformer,0,AsiaOther,0.6666666666666666,False
2020-08-01,transformer,4,AsiaOther,1.3333333333333333,False
2020-09-01,transformer,0,AsiaOther,1.0,False
2020-10-01,transformer,3,AsiaOther,1.5,False
2020-11-01,transformer,0,AsiaOther,1.1666666666666667,False
2020-12-01,transformer,4,AsiaOther,1.8333333333333333,False
2021-01-01,transformer,1,AsiaOther,2.0,False
2021-02-01,transformer,0,AsiaOther,1.3333333333333333,False
2021-03-01,transformer,4,AsiaOther,2.0,False
2021-04-01,transformer,1,AsiaOther,1.6666666666666667,False
2021-05-01,transformer,0,AsiaOther,1.6666666666666667,False
2021-06-01,transformer,3,AsiaOther,1.5,False
2021-07-01,transformer,1,AsiaOther,1.5,False
2021-08-01,transformer,3,AsiaOther,2.0,False
2021-09-01,transformer,4,AsiaOther,2.0,False
2021-10-01,transformer,3,AsiaOther,2.3333333333333335,False
2021-11-01,transformer,4,AsiaOther,3.0,False
2021-12-01,transformer,3,AsiaOther,3.0,False
2022-01-01,transformer,4,AsiaOther,3.5,False
2022-02-01,transformer,2,AsiaOther,3.3333333333333335,False
2022-03-01,transformer,1,AsiaOther,2.8333333333333335,False
2022-04-01,transformer,4,AsiaOther,3.0,False
2022-05-01,transformer,11,AsiaOther,4.166666666666667,False
2022-06-01,transformer,2,AsiaOther,4.0,False
2022-07-01,transformer,2,AsiaOther,3.6666666666666665,False
2022-08-01,transformer,2,AsiaOther,3.6666666666666665,False
2022-09-01,transformer,3,AsiaOther,4.0,False
2022-10-01,transformer,2,AsiaOther,3.6666666666666665,False
2022-11-01,transformer,4,AsiaOther,2.5,False
2022-12-01,transformer,1,AsiaOther,2.3333333333333335,False
2023-01-01,transformer,2,AsiaOther,2.3333333333333335,False
2023-02-01,transformer,3,AsiaOther,2.5,False
2023-03-01,transformer,3,AsiaOther,2.5,False
2023-04-01,transformer,0,AsiaOther,2.1666666666666665,False
2023-05-01,transformer,2,AsiaOther,1.8333333333333333,False
2023-06-01,transformer,0,AsiaOther,1.6666666666666667,False
2023-07-01,transformer,0,AsiaOther,1.3333333333333333,False
2023-08-01,transformer,1,AsiaOther,1.0,False
2023-09-01,transformer,1,AsiaOther,0.6666666666666666,False
2023-10-01,transformer,2,AsiaOther,1.0,False
2023-11-01,transformer,0,AsiaOther,0.6666666666666666,False
2023-12-01,transformer,1,AsiaOther,0.8333333333333334,False
2024-01-01,transformer,2,AsiaOther,1.1666666666666667,False
2024-02-01,transformer,0,AsiaOther,1.0,False
2024-03-01,transformer,1,AsiaOther,1.0,False
2024-04-01,transformer,0,AsiaOther,0.6666666666666666,False
2024-05-01,transformer,0,AsiaOther,0.6666666666666666,False
2024-06-01,transformer,0,AsiaOther,0.5,False
2024-07-01,transformer,0,AsiaOther,0.16666666666666666,False
2024-08-01,transformer,0,AsiaOther,0.16666666666666666,False
2024-09-01,transformer,0,AsiaOther,0.0,False
2024-10-01,transformer,0,AsiaOther,0.0,False
2024-11-01,transformer,0,AsiaOther,0.0,False
2024-12-01,transformer,0,AsiaOther,0.0,False
2025-01-01,transformer,0,AsiaOther,0.0,False
2025-02-01,transformer,0,AsiaOther,0.0,False
2025-03-01,transformer,0,AsiaOther,0.0,False
2025-04-01,transformer,0,AsiaOther,0.0,False
2025-05-01,transformer,0,AsiaOther,0.0,False
2025-06-01,transformer,0,AsiaOther,0.0,False
2015-01-01,transformer,2,China,2.0,False
2015-02-01,transformer,0,China,1.0,False
2015-03-01,transformer,2,China,1.3333333333333333,False
2015-04-01,transformer,0,China,1.0,False
2015-05-01,transformer,2,China,1.2,False
2015-06-01,transformer,1,China,1.1666666666666667,False
2015-07-01,transformer,2,China,1.1666666666666667,False
2015-08-01,transformer,7,China,2.3333333333333335,False
2015-09-01,transformer,2,China,2.3333333333333335,False
2015-10-01,transformer,0,China,2.3333333333333335,False
2015-11-01,transformer,4,China,2.6666666666666665,False
2015-12-01,transformer,4,China,3.1666666666666665,False
2016-01-01,transformer,0,China,2.8333333333333335,False
2016-02-01,transformer,3,China,2.1666666666666665,False
2016-03-01,transformer,3,China,2.3333333333333335,False
2016-04-01,transformer,1,China,2.5,False
2016-05-01,transformer,0,China,1.8333333333333333,False
2016-06-01,transformer,9,China,2.6666666666666665,True
2016-07-01,transformer,6,China,3.6666666666666665,True
2016-08-01,transformer,4,China,3.8333333333333335,False
2016-09-01,transformer,5,China,4.166666666666667,False
