year_month,Technical_elements,company,items,ma_6,conversion_flag
2022-03,生体計測技術,NextEra Energy,98,21.833333333333332,True
2022-04,生体計測技術,NextEra Energy,2,22.0,False
2022-07,生体計測技術,NextEra Energy,15,23.166666666666668,False
2022-09,生体計測技術,NextEra Energy,10,23.833333333333332,False
2022-11,生体計測技術,NextEra Energy,12,25.333333333333332,False
2022-12,生体計測技術,NextEra Energy,17,25.666666666666668,False
2023-02,生体計測技術,NextEra Energy,1,9.5,False
2023-03,生体計測技術,NextEra Energy,213,44.666666666666664,False
2023-04,生体計測技術,NextEra Energy,2,42.5,False
2023-05,生体計測技術,NextEra Energy,49,49.0,False
2023-06,生体計測技術,NextEra Energy,2,47.333333333333336,False
2023-07,生体計測技術,NextEra Energy,8,45.833333333333336,False
2023-09,生体計測技術,NextEra Energy,5,46.5,False
2023-10,生体計測技術,NextEra Energy,66,22.0,False
2023-12,生体計測技術,NextEra Energy,1,21.833333333333332,False
2024-01,生体計測技術,NextEra Energy,3,14.166666666666666,False
2024-02,生体計測技術,NextEra Energy,55,23.0,True
2024-03,生体計測技術,NextEra Energy,31,26.833333333333332,False
2024-04,生体計測技術,NextEra Energy,9,27.5,False
2023-10,UX顧客分析モデル,Nissan,1,1.0,False
2022-03,ペットも酔わないダイナミクス,Nissan,5,5.0,False
2022-11,ペットも酔わないダイナミクス,Nissan,2,3.5,False
2022-12,ペットも酔わないダイナミクス,Nissan,1,2.6666666666666665,False
2023-03,ペットも酔わないダイナミクス,Nissan,4,3.0,False
2023-05,ペットも酔わないダイナミクス,Nissan,1,2.6,False
2023-09,ペットも酔わないダイナミクス,Nissan,2,2.5,False
2023-10,ペットも酔わないダイナミクス,Nissan,1,1.8333333333333333,False
2024-02,ペットも酔わないダイナミクス,Nissan,1,1.6666666666666667,False
2022-11,生体計測技術,Nissan,1,1.0,False
2022-02,UX顧客分析モデル,Orsted,1,1.0,False
2022-03,UX顧客分析モデル,Orsted,1,1.0,False
2022-11,UX顧客分析モデル,Orsted,1,1.0,False
2023-03,UX顧客分析モデル,Orsted,2,1.25,False
2023-07,UX顧客分析モデル,Orsted,1,1.2,False
2023-10,UX顧客分析モデル,Orsted,1,1.1666666666666667,False
2024-02,UX顧客分析モデル,Orsted,3,1.5,False
2024-04,UX顧客分析モデル,Orsted,2,1.6666666666666667,False
2021-12,ペットも酔わないダイナミクス,Orsted,1,1.0,False
2022-02,ペットも酔わないダイナミクス,Orsted,1,1.0,False
2022-03,ペットも酔わないダイナミクス,Orsted,1,1.0,False
2022-11,ペットも酔わないダイナミクス,Orsted,2,1.25,False
2022-12,ペットも酔わないダイナミクス,Orsted,1,1.2,False
2023-03,ペットも酔わないダイナミクス,Orsted,5,1.8333333333333333,False
2023-05,ペットも酔わないダイナミクス,Orsted,1,1.8333333333333333,False
2023-06,ペットも酔わないダイナミクス,Orsted,1,1.8333333333333333,False
2023-07,ペットも酔わないダイナミクス,Orsted,1,1.8333333333333333,False
2023-10,ペットも酔わないダイナミクス,Orsted,4,2.1666666666666665,False
2024-02,ペットも酔わないダイナミクス,Orsted,3,2.5,False
2024-04,ペットも酔わないダイナミクス,Orsted,2,2.0,False
2023-06,生体計測技術,Orsted,1,1.0,False
2023-10,生体計測技術,Orsted,1,1.0,False
2022-03,UX顧客分析モデル,Stora Enso,1,1.0,False
2023-03,UX顧客分析モデル,Stora Enso,1,1.0,False
2023-10,UX顧客分析モデル,Stora Enso,1,1.0,False
2022-03,ペットも酔わないダイナミクス,Stora Enso,1,1.0,False
2023-03,ペットも酔わないダイナミクス,Stora Enso,1,1.0,False
2023-10,ペットも酔わないダイナミクス,Stora Enso,1,1.0,False
2022-03,UX顧客分析モデル,Subaru,1,1.0,False
2023-03,UX顧客分析モデル,Subaru,3,2.0,False
2023-05,UX顧客分析モデル,Subaru,2,2.0,False
2023-12,UX顧客分析モデル,Subaru,1,1.75,False
2017-08,ペットも酔わないダイナミクス,Subaru,1,1.0,False
2019-09,ペットも酔わないダイナミクス,Subaru,1,1.0,False
2021-12,ペットも酔わないダイナミクス,Subaru,2,1.3333333333333333,False
2022-03,ペットも酔わないダイナミクス,Subaru,2,1.5,False
2022-07,ペットも酔わないダイナミクス,Subaru,1,1.4,False
2022-12,ペットも酔わないダイナミクス,Subaru,1,1.3333333333333333,False
2023-03,ペットも酔わないダイナミクス,Subaru,5,2.0,False
2023-05,ペットも酔わないダイナミクス,Subaru,3,2.3333333333333335,False
2023-07,ペットも酔わないダイナミクス,Subaru,1,2.1666666666666665,False
2023-12,ペットも酔わないダイナミクス,Subaru,3,2.3333333333333335,False
2023-03,UX顧客分析モデル,Suzano,1,1.0,False
2023-10,UX顧客分析モデル,Suzano,1,1.0,False
2022-02,ペットも酔わないダイナミクス,Suzano,1,1.0,False
2023-03,ペットも酔わないダイナミクス,Suzano,3,2.0,False
2023-10,ペットも酔わないダイナミクス,Suzano,1,1.6666666666666667,False
2021-12,UX顧客分析モデル,Suzuki,1,1.0,False
2022-12,UX顧客分析モデル,Suzuki,1,1.0,False
2023-05,UX顧客分析モデル,Suzuki,1,1.0,False
2023-10,UX顧客分析モデル,Suzuki,1,1.0,False
2021-12,ペットも酔わないダイナミクス,Suzuki,1,1.0,False
2022-02,ペットも酔わないダイナミクス,Suzuki,1,1.0,False
2022-03,ペットも酔わないダイナミクス,Suzuki,3,1.6666666666666667,True
2022-12,ペットも酔わないダイナミクス,Suzuki,2,1.75,False
2023-03,ペットも酔わないダイナミクス,Suzuki,4,2.2,False
2023-05,ペットも酔わないダイナミクス,Suzuki,1,2.0,False
2023-10,ペットも酔わないダイナミクス,Suzuki,4,2.5,False
2024-02,ペットも酔わないダイナミクス,Suzuki,1,2.5,False
2019-08,UX顧客分析モデル,Tesla,1,1.0,False
2023-03,UX顧客分析モデル,Tesla,5,3.0,False
2023-05,UX顧客分析モデル,Tesla,1,2.3333333333333335,False
2023-10,UX顧客分析モデル,Tesla,1,2.0,False
2019-08,ペットも酔わないダイナミクス,Tesla,1,1.0,False
2023-03,ペットも酔わないダイナミクス,Tesla,8,4.5,False
2023-05,ペットも酔わないダイナミクス,Tesla,1,3.3333333333333335,False
2023-10,ペットも酔わないダイナミクス,Tesla,3,3.25,False
2024-04,ペットも酔わないダイナミクス,Tesla,1,2.8,False
2015-06,INキャビンフュージョンR研究,Toyota,2,2.0,False
2015-12,INキャビンフュージョンR研究,Toyota,2,2.0,False
2019-08,INキャビンフュージョンR研究,Toyota,2,2.0,False
2021-04,INキャビンフュージョンR研究,Toyota,2,2.0,False
2022-01,INキャビンフュージョンR研究,Toyota,1,1.8,False
2022-03,INキャビンフュージョンR研究,Toyota,16,4.166666666666667,False
2022-04,INキャビンフュージョンR研究,Toyota,1,4.0,False
2022-07,INキャビンフュージョンR研究,Toyota,4,4.333333333333333,False
2022-09,INキャビンフュージョンR研究,Toyota,1,4.166666666666667,False
2022-11,INキャビンフュージョンR研究,Toyota,1,4.0,False
2022-12,INキャビンフュージョンR研究,Toyota,1,4.0,False
2023-02,INキャビンフュージョンR研究,Toyota,1,1.5,False
2023-03,INキャビンフュージョンR研究,Toyota,35,7.166666666666667,False
2023-05,INキャビンフュージョンR研究,Toyota,13,8.666666666666666,False
2023-07,INキャビンフュージョンR研究,Toyota,1,8.666666666666666,False
2023-08,INキャビンフュージョンR研究,Toyota,1,8.666666666666666,False
2023-10,INキャビンフュージョンR研究,Toyota,12,10.5,False
2024-02,INキャビンフュージョンR研究,Toyota,7,11.5,False
2024-03,INキャビンフュージョンR研究,Toyota,1,5.833333333333333,False
2015-01,UX顧客分析モデル,Toyota,1,1.0,False
2015-02,UX顧客分析モデル,Toyota,21,11.0,False
2015-03,UX顧客分析モデル,Toyota,31,17.666666666666668,False
2015-04,UX顧客分析モデル,Toyota,4,14.25,False
2015-05,UX顧客分析モデル,Toyota,31,17.6,False
2015-06,UX顧客分析モデル,Toyota,10,16.333333333333332,False
2015-07,UX顧客分析モデル,Toyota,1,16.333333333333332,False
2015-08,UX顧客分析モデル,Toyota,21,16.333333333333332,False
2015-09,UX顧客分析モデル,Toyota,4,11.833333333333334,False
2015-10,UX顧客分析モデル,Toyota,1,11.333333333333334,False
2015-12,UX顧客分析モデル,Toyota,11,8.0,False
2016-02,UX顧客分析モデル,Toyota,29,11.166666666666666,False
2016-03,UX顧客分析モデル,Toyota,3,11.5,False
2016-04,UX顧客分析モデル,Toyota,6,9.0,False
2016-06,UX顧客分析モデル,Toyota,2,8.666666666666666,False
2016-07,UX顧客分析モデル,Toyota,12,10.5,False
2016-09,UX顧客分析モデル,Toyota,6,9.666666666666666,False
2016-10,UX顧客分析モデル,Toyota,2,5.166666666666667,False
2016-11,UX顧客分析モデル,Toyota,10,6.333333333333333,True
2017-02,UX顧客分析モデル,Toyota,21,8.833333333333334,False
2017-03,UX顧客分析モデル,Toyota,31,13.666666666666666,False
2017-04,UX顧客分析モデル,Toyota,1,11.833333333333334,False
2017-06,UX顧客分析モデル,Toyota,8,12.166666666666666,False
2017-07,UX顧客分析モデル,Toyota,1,12.0,False
2017-08,UX顧客分析モデル,Toyota,8,11.666666666666666,False
2017-10,UX顧客分析モデル,Toyota,7,9.333333333333334,False
2017-12,UX顧客分析モデル,Toyota,18,7.166666666666667,False
2018-01,UX顧客分析モデル,Toyota,2,7.333333333333333,False
2018-02,UX顧客分析モデル,Toyota,3,6.5,False
2018-03,UX顧客分析モデル,Toyota,8,7.666666666666667,True
2018-04,UX顧客分析モデル,Toyota,17,9.166666666666666,False
2018-06,UX顧客分析モデル,Toyota,49,16.166666666666668,False
2018-07,UX顧客分析モデル,Toyota,15,15.666666666666666,False
2018-08,UX顧客分析モデル,Toyota,3,15.833333333333334,False
2018-09,UX顧客分析モデル,Toyota,1,15.5,False
2018-10,UX顧客分析モデル,Toyota,8,15.5,False
2018-11,UX顧客分析モデル,Toyota,6,13.666666666666666,False
2018-12,UX顧客分析モデル,Toyota,11,7.333333333333333,False
2019-02,UX顧客分析モデル,Toyota,6,5.833333333333333,False
2019-03,UX顧客分析モデル,Toyota,6,6.333333333333333,False
2019-04,UX顧客分析モデル,Toyota,5,7.0,False
2019-05,UX顧客分析モデル,Toyota,2,6.0,False
2019-06,UX顧客分析モデル,Toyota,28,9.666666666666666,True
2019-07,UX顧客分析モデル,Toyota,12,9.833333333333334,True
2019-08,UX顧客分析モデル,Toyota,109,27.0,True
2019-09,UX顧客分析モデル,Toyota,15,28.5,True
2019-10,UX顧客分析モデル,Toyota,9,29.166666666666668,False
2019-11,UX顧客分析モデル,Toyota,40,35.5,False
2019-12,UX顧客分析モデル,Toyota,31,36.0,False
2020-01,UX顧客分析モデル,Toyota,15,36.5,False
2020-02,UX顧客分析モデル,Toyota,9,19.833333333333332,False
2020-04,UX顧客分析モデル,Toyota,12,19.333333333333332,False
2020-05,UX顧客分析モデル,Toyota,4,18.5,False
2020-06,UX顧客分析モデル,Toyota,1,12.0,False
2020-08,UX顧客分析モデル,Toyota,22,10.5,False
2020-09,UX顧客分析モデル,Toyota,15,10.5,False
2020-10,UX顧客分析モデル,Toyota,6,10.0,False
2020-12,UX顧客分析モデル,Toyota,12,10.0,False
2021-01,UX顧客分析モデル,Toyota,16,12.0,True
2021-03,UX顧客分析モデル,Toyota,3,12.333333333333334,False
2021-04,UX顧客分析モデル,Toyota,127,29.833333333333332,False
2021-05,UX顧客分析モデル,Toyota,7,28.5,False
2021-06,UX顧客分析モデル,Toyota,3,28.0,False
2021-07,UX顧客分析モデル,Toyota,35,31.833333333333332,False
2021-08,UX顧客分析モデル,Toyota,15,31.666666666666668,False
2021-09,UX顧客分析モデル,Toyota,4,31.833333333333332,False
2021-10,UX顧客分析モデル,Toyota,1,10.833333333333334,False
2021-11,UX顧客分析モデル,Toyota,16,12.333333333333334,True
2021-12,UX顧客分析モデル,Toyota,108,29.833333333333332,True
2022-01,UX顧客分析モデル,Toyota,55,33.166666666666664,True
2022-02,UX顧客分析モデル,Toyota,193,62.833333333333336,True
2022-03,UX顧客分析モデル,Toyota,1624,332.8333333333333,True
2022-04,UX顧客分析モデル,Toyota,42,339.6666666666667,False
2022-05,UX顧客分析モデル,Toyota,20,340.3333333333333,False
2022-06,UX顧客分析モデル,Toyota,7,323.5,False
2022-07,UX顧客分析モデル,Toyota,222,351.3333333333333,False
2022-08,UX顧客分析モデル,Toyota,7,320.3333333333333,False
2022-09,UX顧客分析モデル,Toyota,107,67.5,False
2022-10,UX顧客分析モデル,Toyota,1,60.666666666666664,False
2022-11,UX顧客分析モデル,Toyota,168,85.33333333333333,False
2022-12,UX顧客分析モデル,Toyota,174,113.16666666666667,False
2023-01,UX顧客分析モデル,Toyota,4,76.83333333333333,False
2023-02,UX顧客分析モデル,Toyota,3,76.16666666666667,False
2023-03,UX顧客分析モデル,Toyota,2665,502.5,True
2023-04,UX顧客分析モデル,Toyota,36,508.3333333333333,False
2023-05,UX顧客分析モデル,Toyota,625,584.5,False
2023-06,UX顧客分析モデル,Toyota,67,566.6666666666666,False
2023-07,UX顧客分析モデル,Toyota,134,588.3333333333334,False
2023-08,UX顧客分析モデル,Toyota,24,591.8333333333334,False
2023-09,UX顧客分析モデル,Toyota,31,152.83333333333334,False
2023-10,UX顧客分析モデル,Toyota,978,309.8333333333333,False
2023-11,UX顧客分析モデル,Toyota,5,206.5,False
2023-12,UX顧客分析モデル,Toyota,30,200.33333333333334,False
2024-01,UX顧客分析モデル,Toyota,14,180.33333333333334,False
2024-02,UX顧客分析モデル,Toyota,579,272.8333333333333,False
2024-03,UX顧客分析モデル,Toyota,265,311.8333333333333,False
2024-04,UX顧客分析モデル,Toyota,78,161.83333333333334,False
2025-06,UX顧客分析モデル,Toyota,1,161.16666666666666,False
2015-01,ペットも酔わないダイナミクス,Toyota,1,1.0,False
2015-02,ペットも酔わないダイナミクス,Toyota,56,28.5,False
2015-03,ペットも酔わないダイナミクス,Toyota,88,48.333333333333336,False
2015-04,ペットも酔わないダイナミクス,Toyota,5,37.5,False
2015-05,ペットも酔わないダイナミクス,Toyota,68,43.6,False
2015-06,ペットも酔わないダイナミクス,Toyota,29,41.166666666666664,False
2015-07,ペットも酔わないダイナミクス,Toyota,4,41.666666666666664,False
2015-08,ペットも酔わないダイナミクス,Toyota,45,39.833333333333336,False
2015-09,ペットも酔わないダイナミクス,Toyota,3,25.666666666666668,False
2015-10,ペットも酔わないダイナミクス,Toyota,1,25.0,False
2015-12,ペットも酔わないダイナミクス,Toyota,25,17.833333333333332,False
2016-01,ペットも酔わないダイナミクス,Toyota,3,13.5,False
2016-02,ペットも酔わないダイナミクス,Toyota,64,23.5,False
2016-03,ペットも酔わないダイナミクス,Toyota,7,17.166666666666668,False
2016-04,ペットも酔わないダイナミクス,Toyota,8,18.0,False
2016-06,ペットも酔わないダイナミクス,Toyota,11,19.666666666666668,False
2016-07,ペットも酔わないダイナミクス,Toyota,30,20.5,False
2016-08,ペットも酔わないダイナミクス,Toyota,1,20.166666666666668,False
2016-09,ペットも酔わないダイナミクス,Toyota,16,12.166666666666666,False
2016-10,ペットも酔わないダイナミクス,Toyota,5,11.833333333333334,False
2016-11,ペットも酔わないダイナミクス,Toyota,34,16.166666666666668,False
2016-12,ペットも酔わないダイナミクス,Toyota,2,14.666666666666666,False
2017-01,ペットも酔わないダイナミクス,Toyota,2,10.0,False
2017-02,ペットも酔わないダイナミクス,Toyota,48,17.833333333333332,False
2017-03,ペットも酔わないダイナミクス,Toyota,68,26.5,False
2017-04,ペットも酔わないダイナミクス,Toyota,4,26.333333333333332,False
2017-06,ペットも酔わないダイナミクス,Toyota,18,23.666666666666668,False
2017-07,ペットも酔わないダイナミクス,Toyota,2,23.666666666666668,False
2017-08,ペットも酔わないダイナミクス,Toyota,26,27.666666666666668,False
2017-10,ペットも酔わないダイナミクス,Toyota,21,23.166666666666668,False
2017-12,ペットも酔わないダイナミクス,Toyota,30,16.833333333333332,False
2018-01,ペットも酔わないダイナミクス,Toyota,9,17.666666666666668,False
2018-02,ペットも酔わないダイナミクス,Toyota,13,16.833333333333332,False
2018-03,ペットも酔わないダイナミクス,Toyota,19,19.666666666666668,True
2018-04,ペットも酔わないダイナミクス,Toyota,38,21.666666666666668,True
2018-06,ペットも酔わないダイナミクス,Toyota,120,38.166666666666664,False
2018-07,ペットも酔わないダイナミクス,Toyota,44,40.5,False
2018-08,ペットも酔わないダイナミクス,Toyota,5,39.833333333333336,False
2018-09,ペットも酔わないダイナミクス,Toyota,1,37.833333333333336,False
2018-10,ペットも酔わないダイナミクス,Toyota,17,37.5,False
2018-11,ペットも酔わないダイナミクス,Toyota,6,32.166666666666664,False
2018-12,ペットも酔わないダイナミクス,Toyota,30,17.166666666666668,False
2019-01,ペットも酔わないダイナミクス,Toyota,3,10.333333333333334,False
2019-02,ペットも酔わないダイナミクス,Toyota,9,11.0,False
2019-03,ペットも酔わないダイナミクス,Toyota,13,13.0,False
2019-04,ペットも酔わないダイナミクス,Toyota,12,12.166666666666666,False
2019-05,ペットも酔わないダイナミクス,Toyota,4,11.833333333333334,False
2019-06,ペットも酔わないダイナミクス,Toyota,77,19.666666666666668,True
2019-07,ペットも酔わないダイナミクス,Toyota,37,25.333333333333332,True
2019-08,ペットも酔わないダイナミクス,Toyota,276,69.83333333333333,True
2019-09,ペットも酔わないダイナミクス,Toyota,49,75.83333333333333,False
2019-10,ペットも酔わないダイナミクス,Toyota,17,76.66666666666667,False
2019-11,ペットも酔わないダイナミクス,Toyota,85,90.16666666666667,False
2019-12,ペットも酔わないダイナミクス,Toyota,68,88.66666666666667,False
2020-01,ペットも酔わないダイナミクス,Toyota,55,91.66666666666667,False
2020-02,ペットも酔わないダイナミクス,Toyota,26,50.0,False
2020-03,ペットも酔わないダイナミクス,Toyota,1,42.0,False
2020-04,ペットも酔わないダイナミクス,Toyota,48,47.166666666666664,False
2020-05,ペットも酔わないダイナミクス,Toyota,7,34.166666666666664,False
2020-06,ペットも酔わないダイナミクス,Toyota,3,23.333333333333332,False
2020-08,ペットも酔わないダイナミクス,Toyota,40,20.833333333333332,False
2020-09,ペットも酔わないダイナミクス,Toyota,44,23.833333333333332,False
2020-10,ペットも酔わないダイナミクス,Toyota,17,26.5,False
2020-12,ペットも酔わないダイナミクス,Toyota,26,22.833333333333332,False
2021-01,ペットも酔わないダイナミクス,Toyota,34,27.333333333333332,False
2021-02,ペットも酔わないダイナミクス,Toyota,1,27.0,False
2021-03,ペットも酔わないダイナミクス,Toyota,5,21.166666666666668,False
2021-04,ペットも酔わないダイナミクス,Toyota,313,66.0,False
2021-05,ペットも酔わないダイナミクス,Toyota,41,70.0,False
2021-06,ペットも酔わないダイナミクス,Toyota,4,66.33333333333333,False
2021-07,ペットも酔わないダイナミクス,Toyota,72,72.66666666666667,False
2021-08,ペットも酔わないダイナミクス,Toyota,46,80.16666666666667,False
2021-09,ペットも酔わないダイナミクス,Toyota,7,80.5,False
2021-10,ペットも酔わないダイナミクス,Toyota,3,28.833333333333332,False
2021-11,ペットも酔わないダイナミクス,Toyota,43,29.166666666666668,True
2021-12,ペットも酔わないダイナミクス,Toyota,268,73.16666666666667,True
2022-01,ペットも酔わないダイナミクス,Toyota,128,82.5,True
2022-02,ペットも酔わないダイナミクス,Toyota,458,151.16666666666666,True
2022-03,ペットも酔わないダイナミクス,Toyota,3813,785.5,False
2022-04,ペットも酔わないダイナミクス,Toyota,99,801.5,False
2022-05,ペットも酔わないダイナミクス,Toyota,32,799.6666666666666,False
2022-06,ペットも酔わないダイナミクス,Toyota,10,756.6666666666666,False
2022-07,ペットも酔わないダイナミクス,Toyota,562,829.0,False
2022-08,ペットも酔わないダイナミクス,Toyota,14,755.0,False
2022-09,ペットも酔わないダイナミクス,Toyota,256,162.16666666666666,False
2022-10,ペットも酔わないダイナミクス,Toyota,2,146.0,False
2022-11,ペットも酔わないダイナミクス,Toyota,412,209.33333333333334,False
2022-12,ペットも酔わないダイナミクス,Toyota,415,276.8333333333333,False
2023-01,ペットも酔わないダイナミクス,Toyota,3,183.66666666666666,False
2023-02,ペットも酔わないダイナミクス,Toyota,3,181.83333333333334,False
2023-03,ペットも酔わないダイナミクス,Toyota,6089,1154.0,True
2023-04,ペットも酔わないダイナミクス,Toyota,79,1166.8333333333333,False
2023-05,ペットも酔わないダイナミクス,Toyota,1430,1336.5,False
2023-06,ペットも酔わないダイナミクス,Toyota,133,1289.5,False
2023-07,ペットも酔わないダイナミクス,Toyota,280,1335.6666666666667,False
2023-08,ペットも酔わないダイナミクス,Toyota,58,1344.8333333333333,False
2023-09,ペットも酔わないダイナミクス,Toyota,69,341.5,False
2023-10,ペットも酔わないダイナミクス,Toyota,2252,703.6666666666666,False
2023-11,ペットも酔わないダイナミクス,Toyota,14,467.6666666666667,False
2023-12,ペットも酔わないダイナミクス,Toyota,65,456.3333333333333,False
2024-01,ペットも酔わないダイナミクス,Toyota,37,415.8333333333333,False
2024-02,ペットも酔わないダイナミクス,Toyota,1425,643.6666666666666,False
2024-03,ペットも酔わないダイナミクス,Toyota,620,735.5,False
2024-04,ペットも酔わないダイナミクス,Toyota,201,393.6666666666667,False
2025-06,ペットも酔わないダイナミクス,Toyota,1,391.5,False
2017-12,個超個人最適化AI,Toyota,1,1.0,False
2018-06,個超個人最適化AI,Toyota,1,1.0,False
2019-08,個超個人最適化AI,Toyota,1,1.0,False
2021-03,個超個人最適化AI,Toyota,1,1.0,False
2021-04,個超個人最適化AI,Toyota,2,1.2,False
2021-12,個超個人最適化AI,Toyota,1,1.1666666666666667,False
2022-01,個超個人最適化AI,Toyota,1,1.1666666666666667,False
2022-02,個超個人最適化AI,Toyota,2,1.3333333333333333,False
2022-03,個超個人最適化AI,Toyota,11,3.0,False
2022-07,個超個人最適化AI,Toyota,1,3.0,False
2022-09,個超個人最適化AI,Toyota,2,3.0,False
2022-11,個超個人最適化AI,Toyota,1,3.0,False
2022-12,個超個人最適化AI,Toyota,2,3.1666666666666665,False
2023-03,個超個人最適化AI,Toyota,18,5.833333333333333,False
2023-05,個超個人最適化AI,Toyota,7,5.166666666666667,False
2023-06,個超個人最適化AI,Toyota,1,5.166666666666667,False
2023-07,個超個人最適化AI,Toyota,1,5.0,False
2023-08,個超個人最適化AI,Toyota,1,5.0,False
2023-10,個超個人最適化AI,Toyota,10,6.333333333333333,False
2023-12,個超個人最適化AI,Toyota,2,3.6666666666666665,False
2024-02,個超個人最適化AI,Toyota,4,3.1666666666666665,False
2024-03,個超個人最適化AI,Toyota,3,3.5,False
2024-04,個超個人最適化AI,Toyota,1,3.5,False
2015-02,生体計測技術,Toyota,3,3.0,False
2015-03,生体計測技術,Toyota,4,3.5,False
2015-05,生体計測技術,Toyota,1,2.6666666666666665,False
2015-06,生体計測技術,Toyota,2,2.5,False
2015-08,生体計測技術,Toyota,3,2.6,False
2015-09,生体計測技術,Toyota,1,2.3333333333333335,False
2015-12,生体計測技術,Toyota,2,2.1666666666666665,False
2016-02,生体計測技術,Toyota,1,1.6666666666666667,False
2016-07,生体計測技術,Toyota,1,1.6666666666666667,False
2016-09,生体計測技術,Toyota,1,1.5,False
2016-11,生体計測技術,Toyota,1,1.1666666666666667,False
2017-02,生体計測技術,Toyota,2,1.3333333333333333,False
2017-03,生体計測技術,Toyota,3,1.5,False
2017-04,生体計測技術,Toyota,1,1.5,False
2017-12,生体計測技術,Toyota,1,1.5,False
2018-06,生体計測技術,Toyota,4,2.0,False
2018-07,生体計測技術,Toyota,1,2.0,False
2018-10,生体計測技術,Toyota,3,2.1666666666666665,False
2019-05,生体計測技術,Toyota,1,1.8333333333333333,False
2019-06,生体計測技術,Toyota,3,2.1666666666666665,False
2019-07,生体計測技術,Toyota,1,2.1666666666666665,False
2019-08,生体計測技術,Toyota,15,4.0,False
2019-09,生体計測技術,Toyota,1,4.0,False
2019-11,生体計測技術,Toyota,4,4.166666666666667,False
2019-12,生体計測技術,Toyota,2,4.333333333333333,False
2020-01,生体計測技術,Toyota,3,4.333333333333333,False
2020-02,生体計測技術,Toyota,2,4.5,False
2020-04,生体計測技術,Toyota,1,2.1666666666666665,False
2020-08,生体計測技術,Toyota,1,2.1666666666666665,False
2020-09,生体計測技術,Toyota,2,1.8333333333333333,False
2020-10,生体計測技術,Toyota,3,2.0,False
2021-01,生体計測技術,Toyota,1,1.6666666666666667,False
2021-04,生体計測技術,Toyota,17,4.166666666666667,True
2021-07,生体計測技術,Toyota,3,4.5,False
2021-08,生体計測技術,Toyota,2,4.666666666666667,True
2021-11,生体計測技術,Toyota,3,4.833333333333333,True
2021-12,生体計測技術,Toyota,11,6.166666666666667,True
2022-01,生体計測技術,Toyota,2,6.333333333333333,True
2022-02,生体計測技術,Toyota,18,6.5,True
2022-03,生体計測技術,Toyota,187,37.166666666666664,False
2022-04,生体計測技術,Toyota,8,38.166666666666664,False
2022-06,生体計測技術,Toyota,1,37.833333333333336,False
2022-07,生体計測技術,Toyota,29,40.833333333333336,False
2022-09,生体計測技術,Toyota,16,43.166666666666664,False
2022-11,生体計測技術,Toyota,16,42.833333333333336,False
2022-12,生体計測技術,Toyota,23,15.5,False
2023-03,生体計測技術,Toyota,302,64.5,False
2023-05,生体計測技術,Toyota,59,74.16666666666667,False
2023-06,生体計測技術,Toyota,2,69.66666666666667,False
2023-07,生体計測技術,Toyota,9,68.5,False
2023-08,生体計測技術,Toyota,6,66.83333333333333,False
2023-09,生体計測技術,Toyota,3,63.5,False
2023-10,生体計測技術,Toyota,106,30.833333333333332,False
2023-11,生体計測技術,Toyota,1,21.166666666666668,False
2023-12,生体計測技術,Toyota,1,21.0,False
2024-01,生体計測技術,Toyota,2,19.833333333333332,False
2024-02,生体計測技術,Toyota,57,28.333333333333332,False
2024-03,生体計測技術,Toyota,19,31.0,False
2024-04,生体計測技術,Toyota,5,14.166666666666666,False
2022-02,UX顧客分析モデル,VW,1,1.0,False
2022-03,UX顧客分析モデル,VW,4,2.5,False
2023-03,UX顧客分析モデル,VW,2,2.3333333333333335,False
2021-01,ペットも酔わないダイナミクス,VW,1,1.0,False
2021-04,ペットも酔わないダイナミクス,VW,1,1.0,False
2022-02,ペットも酔わないダイナミクス,VW,1,1.0,False
2022-03,ペットも酔わないダイナミクス,VW,8,2.75,False
2022-12,ペットも酔わないダイナミクス,VW,1,2.4,False
2023-03,ペットも酔わないダイナミクス,VW,5,2.8333333333333335,False
